age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
53,admin.,married,6.0,yes,no,telephone,5,1,208,2,0,nonexistent,0
43,unemployed,single,6.0,no,no,telephone,5,1,404,4,0,nonexistent,0
36,blue-collar,single,4.0,no,no,telephone,5,1,396,2,0,nonexistent,0
32,blue-collar,married,3.0,no,no,telephone,5,1,98,2,0,nonexistent,0
33,services,married,1.0,no,no,telephone,5,1,229,3,0,nonexistent,0
58,entrepreneur,married,1.0,yes,no,telephone,5,1,350,2,0,nonexistent,0
40,unemployed,divorced,4.0,no,no,telephone,5,2,88,3,0,nonexistent,0
57,management,married,6.0,yes,no,telephone,5,2,379,2,0,nonexistent,0
45,technician,married,4.0,yes,no,telephone,5,2,168,3,0,nonexistent,0
42,blue-collar,married,1.0,yes,no,telephone,5,2,190,3,0,nonexistent,0
46,admin.,married,6.0,yes,no,telephone,5,2,158,1,0,nonexistent,0
36,technician,married,6.0,no,no,telephone,5,2,210,1,0,nonexistent,0
41,self-employed,married,4.0,yes,no,telephone,5,2,102,1,0,nonexistent,0
57,admin.,divorced,3.0,no,no,telephone,5,2,306,1,0,nonexistent,0
49,blue-collar,married,3.0,yes,no,telephone,5,2,64,1,0,nonexistent,0
56,management,divorced,4.0,no,no,telephone,5,2,218,1,0,nonexistent,0
37,blue-collar,married,3.0,no,no,telephone,5,2,77,1,0,nonexistent,0
37,blue-collar,married,3.0,no,yes,telephone,5,2,54,1,0,nonexistent,0
46,admin.,single,4.0,yes,no,telephone,5,2,344,1,0,nonexistent,0
22,blue-collar,single,3.0,yes,no,telephone,5,2,195,1,0,nonexistent,0
43,services,married,4.0,no,no,telephone,5,2,202,1,0,nonexistent,0
49,blue-collar,married,4.160934688394962,no,no,telephone,5,2,286,1,0,nonexistent,0
41,technician,married,2.0,yes,no,telephone,5,2,278,1,0,nonexistent,0
38,admin.,single,6.0,no,no,telephone,5,2,189,1,0,nonexistent,0
33,admin.,married,3.0,no,no,telephone,5,2,83,1,0,nonexistent,0
49,admin.,married,6.0,yes,yes,telephone,5,2,18,1,0,nonexistent,0
30,blue-collar,single,4.160934688394962,no,no,telephone,5,2,184,2,0,nonexistent,0
33,admin.,married,3.0,yes,no,telephone,5,2,235,1,0,nonexistent,0
34,management,single,6.0,no,no,telephone,5,2,290,1,0,nonexistent,0
30,student,single,4.160934688394962,no,no,telephone,5,2,133,1,0,nonexistent,0
59,management,married,1.0,yes,yes,telephone,5,2,318,1,0,nonexistent,0
59,management,married,1.0,,,telephone,5,2,437,1,0,nonexistent,0
41,self-employed,married,6.0,no,no,telephone,5,2,402,1,0,nonexistent,0
48,housemaid,married,2.0,yes,yes,telephone,5,2,501,4,0,nonexistent,0
28,,single,4.160934688394962,yes,yes,telephone,5,2,1201,1,0,nonexistent,1
44,services,married,4.0,yes,no,telephone,5,2,1030,1,0,nonexistent,1
59,retired,,6.0,no,no,telephone,5,2,253,1,0,nonexistent,0
50,management,married,4.0,no,no,telephone,5,2,149,1,0,nonexistent,0
35,admin.,married,6.0,no,no,telephone,5,2,144,1,0,nonexistent,0
42,admin.,married,4.0,no,no,telephone,5,2,69,1,0,nonexistent,0
45,admin.,married,3.0,no,no,telephone,5,2,243,1,0,nonexistent,0
36,technician,married,5.0,no,no,telephone,5,2,769,2,0,nonexistent,0
56,services,married,4.0,no,no,telephone,5,2,135,3,0,nonexistent,0
29,blue-collar,divorced,1.0,no,no,telephone,5,2,231,1,0,nonexistent,0
41,self-employed,married,6.0,yes,yes,telephone,5,2,442,2,0,nonexistent,0
42,blue-collar,married,3.0,no,no,telephone,5,2,199,1,0,nonexistent,0
52,services,single,4.0,no,no,telephone,5,2,455,1,0,nonexistent,0
48,services,married,4.0,,,telephone,5,2,152,1,0,nonexistent,0
31,blue-collar,married,4.0,yes,no,telephone,5,2,124,1,0,nonexistent,0
43,unemployed,married,6.0,yes,no,telephone,5,2,424,1,0,nonexistent,0
36,blue-collar,married,1.0,no,no,telephone,5,2,43,1,0,nonexistent,0
42,entrepreneur,married,6.0,yes,no,telephone,5,2,154,1,0,nonexistent,0
52,services,divorced,2.0,no,no,telephone,5,2,393,1,0,nonexistent,0
39,admin.,married,4.0,yes,no,telephone,5,2,203,2,0,nonexistent,0
36,services,married,4.0,no,yes,telephone,5,2,140,2,0,nonexistent,0
42,blue-collar,married,3.0,yes,no,telephone,5,2,326,1,0,nonexistent,0
41,admin.,married,4.0,no,no,telephone,5,2,483,1,0,nonexistent,0
55,technician,married,1.0,no,yes,telephone,5,2,259,1,0,nonexistent,0
30,blue-collar,married,3.0,no,no,telephone,5,2,227,1,0,nonexistent,0
57,retired,,1.0,no,no,telephone,5,2,673,1,0,nonexistent,0
45,entrepreneur,married,1.0,yes,no,telephone,5,2,576,1,0,nonexistent,0
51,blue-collar,married,1.0,yes,yes,telephone,5,2,180,2,0,nonexistent,0
39,self-employed,single,3.0,yes,yes,telephone,5,2,90,1,0,nonexistent,0
47,admin.,married,4.0,no,no,telephone,5,2,505,1,0,nonexistent,0
27,services,married,4.0,yes,no,telephone,5,2,245,1,0,nonexistent,0
34,technician,single,6.0,yes,no,telephone,5,2,186,1,0,nonexistent,0
57,blue-collar,married,1.0,yes,no,telephone,5,2,208,1,0,nonexistent,0
43,entrepreneur,married,1.0,no,no,telephone,5,2,623,1,0,nonexistent,0
49,blue-collar,married,1.0,no,no,telephone,5,2,180,1,0,nonexistent,0
39,management,married,6.0,no,no,telephone,5,2,496,3,0,nonexistent,0
38,blue-collar,married,1.0,yes,no,telephone,5,2,118,1,0,nonexistent,0
49,blue-collar,married,3.0,no,no,telephone,5,2,102,2,0,nonexistent,0
58,management,married,2.0,no,no,telephone,5,2,342,1,0,nonexistent,0
43,technician,married,5.0,yes,no,telephone,5,2,225,1,0,nonexistent,0
50,,married,4.160934688394962,yes,no,telephone,5,2,185,3,0,nonexistent,0
31,services,married,4.0,no,no,telephone,5,2,276,1,0,nonexistent,0
43,self-employed,divorced,6.0,no,no,telephone,5,2,87,1,0,nonexistent,0
43,self-employed,married,3.0,no,no,telephone,5,2,744,1,0,nonexistent,0
30,self-employed,single,6.0,yes,no,telephone,5,2,262,1,0,nonexistent,0
27,services,single,5.0,yes,yes,telephone,5,2,271,1,0,nonexistent,0
51,services,married,4.160934688394962,no,no,telephone,5,2,141,1,0,nonexistent,0
37,technician,married,5.0,yes,no,telephone,5,2,198,2,0,nonexistent,0
46,housemaid,married,3.0,yes,no,telephone,5,2,150,1,0,nonexistent,0
35,blue-collar,married,5.0,no,no,telephone,5,2,241,1,0,nonexistent,0
47,admin.,divorced,6.0,no,no,telephone,5,2,196,1,0,nonexistent,0
46,management,married,4.160934688394962,yes,no,telephone,5,2,149,1,0,nonexistent,0
40,technician,married,5.0,no,yes,telephone,5,2,264,1,0,nonexistent,0
26,housemaid,married,6.0,no,no,telephone,5,2,246,1,0,nonexistent,0
32,blue-collar,divorced,3.0,no,no,telephone,5,2,309,2,0,nonexistent,0
45,management,married,6.0,yes,no,telephone,5,2,140,1,0,nonexistent,0
34,admin.,married,3.0,no,no,telephone,5,2,175,1,0,nonexistent,0
47,blue-collar,married,4.160934688394962,no,no,telephone,5,2,136,1,0,nonexistent,0
42,technician,married,5.0,no,no,telephone,5,2,1623,1,0,nonexistent,1
57,technician,married,1.0,no,yes,telephone,5,2,50,1,0,nonexistent,0
57,technician,married,1.0,no,no,telephone,5,2,101,1,0,nonexistent,0
38,blue-collar,married,1.0,no,yes,telephone,5,2,144,1,0,nonexistent,0
57,technician,married,1.0,no,no,telephone,5,2,238,1,0,nonexistent,0
28,student,single,3.0,yes,no,telephone,5,2,354,1,0,nonexistent,0
60,management,married,6.0,no,no,telephone,5,2,451,2,0,nonexistent,0
48,admin.,married,6.0,yes,no,telephone,5,2,159,1,0,nonexistent,0
47,technician,married,5.0,yes,no,telephone,5,2,170,1,0,nonexistent,0
40,admin.,married,4.0,no,no,telephone,5,2,243,1,0,nonexistent,0
51,management,married,5.0,yes,no,telephone,5,2,141,2,0,nonexistent,0
48,unemployed,single,1.0,yes,no,telephone,5,2,112,1,0,nonexistent,0
54,housemaid,married,1.0,no,no,telephone,5,2,262,2,0,nonexistent,0
40,blue-collar,married,2.0,no,yes,telephone,5,2,53,1,0,nonexistent,0
44,admin.,single,3.0,no,no,telephone,5,2,134,1,0,nonexistent,0
42,technician,divorced,4.0,no,no,telephone,5,2,204,4,0,nonexistent,0
52,self-employed,married,6.0,yes,no,telephone,5,2,678,1,0,nonexistent,0
31,blue-collar,single,3.0,yes,no,telephone,5,2,182,1,0,nonexistent,0
32,services,married,4.0,no,no,telephone,5,2,162,1,0,nonexistent,0
44,admin.,married,4.0,yes,yes,telephone,5,2,177,1,0,nonexistent,0
39,management,married,2.0,no,no,telephone,5,2,27,1,0,nonexistent,0
57,management,married,5.0,yes,no,telephone,5,2,699,3,0,nonexistent,0
52,admin.,married,1.0,yes,no,telephone,5,2,358,1,0,nonexistent,0
42,management,married,6.0,no,no,telephone,5,2,1677,1,0,nonexistent,1
42,technician,single,5.0,,,telephone,5,2,529,1,0,nonexistent,0
43,management,married,5.0,yes,no,telephone,5,2,310,1,0,nonexistent,0
31,admin.,divorced,4.0,no,no,telephone,5,2,47,1,0,nonexistent,0
29,admin.,married,6.0,yes,no,telephone,5,2,379,1,0,nonexistent,0
57,blue-collar,divorced,1.0,no,no,telephone,5,2,30,2,0,nonexistent,0
44,blue-collar,married,3.0,no,no,telephone,5,2,472,1,0,nonexistent,0
59,,married,4.160934688394962,no,no,telephone,5,2,113,1,0,nonexistent,0
39,blue-collar,married,1.0,no,no,telephone,5,2,114,1,0,nonexistent,0
57,retired,married,6.0,no,no,telephone,5,2,116,1,0,nonexistent,0
41,management,married,4.160934688394962,no,no,telephone,5,2,448,1,0,nonexistent,0
37,technician,single,4.0,no,yes,telephone,5,2,264,1,0,nonexistent,0
38,services,married,4.0,yes,no,telephone,5,2,169,1,0,nonexistent,0
42,retired,married,1.0,no,no,telephone,5,2,145,1,0,nonexistent,0
49,,married,4.160934688394962,yes,no,telephone,5,2,288,1,0,nonexistent,0
54,management,married,2.0,yes,yes,telephone,5,2,381,1,0,nonexistent,0
36,admin.,married,6.0,,,telephone,5,2,176,2,0,nonexistent,0
32,admin.,single,6.0,no,no,telephone,5,2,215,1,0,nonexistent,0
35,technician,married,5.0,yes,no,telephone,5,2,278,1,0,nonexistent,0
45,housemaid,married,5.0,no,no,telephone,5,2,188,2,0,nonexistent,0
56,technician,married,4.160934688394962,yes,no,telephone,5,2,174,2,0,nonexistent,0
34,technician,married,6.0,yes,no,telephone,5,2,226,2,0,nonexistent,0
41,unemployed,married,3.0,no,no,telephone,5,2,111,2,0,nonexistent,0
41,services,married,3.0,no,no,telephone,5,2,157,2,0,nonexistent,0
36,blue-collar,married,3.0,no,no,telephone,5,2,46,1,0,nonexistent,0
32,admin.,single,6.0,,,telephone,5,2,49,1,0,nonexistent,0
31,services,married,4.0,,,telephone,5,2,374,1,0,nonexistent,0
38,technician,married,5.0,yes,no,telephone,5,2,349,1,0,nonexistent,0
35,admin.,divorced,6.0,yes,no,telephone,5,2,325,1,0,nonexistent,0
53,admin.,married,5.0,yes,no,telephone,5,2,233,2,0,nonexistent,0
51,admin.,married,2.0,yes,no,telephone,5,2,531,1,0,nonexistent,0
56,entrepreneur,married,6.0,no,no,telephone,5,2,153,1,0,nonexistent,0
33,admin.,married,3.0,,,telephone,5,2,80,1,0,nonexistent,0
33,admin.,married,3.0,no,no,telephone,5,2,198,1,0,nonexistent,0
51,services,divorced,4.0,yes,no,telephone,5,2,568,1,0,nonexistent,0
39,services,married,4.0,yes,no,telephone,5,2,918,1,0,nonexistent,1
45,entrepreneur,married,6.0,no,no,telephone,5,2,82,1,0,nonexistent,0
40,technician,single,6.0,no,no,telephone,5,2,198,3,0,nonexistent,0
60,,single,4.160934688394962,yes,no,telephone,5,2,211,1,0,nonexistent,0
33,technician,married,6.0,yes,no,telephone,5,2,120,1,0,nonexistent,0
47,blue-collar,married,4.0,yes,no,telephone,5,2,269,1,0,nonexistent,0
48,blue-collar,married,1.0,no,no,telephone,5,2,128,1,0,nonexistent,0
43,entrepreneur,married,4.0,no,no,telephone,5,2,166,2,0,nonexistent,0
37,management,married,6.0,yes,no,telephone,5,2,211,1,0,nonexistent,0
50,services,married,3.0,yes,yes,telephone,5,2,369,1,0,nonexistent,0
59,entrepreneur,married,4.0,yes,no,telephone,5,2,91,1,0,nonexistent,0
32,technician,married,4.160934688394962,yes,no,telephone,5,2,267,2,0,nonexistent,0
42,housemaid,single,1.0,yes,no,telephone,5,2,198,1,0,nonexistent,0
52,blue-collar,married,1.0,no,no,telephone,5,2,371,2,0,nonexistent,0
42,blue-collar,married,4.160934688394962,no,no,telephone,5,2,288,2,0,nonexistent,0
42,admin.,married,4.160934688394962,no,no,telephone,5,2,221,1,0,nonexistent,0
40,management,married,3.0,,,telephone,5,2,427,1,0,nonexistent,0
38,blue-collar,married,3.0,no,no,telephone,5,2,310,1,0,nonexistent,0
39,blue-collar,married,2.0,yes,no,telephone,5,2,158,1,0,nonexistent,0
39,blue-collar,married,2.0,no,no,telephone,5,2,198,1,0,nonexistent,0
38,admin.,married,4.0,no,no,telephone,5,2,145,1,0,nonexistent,0
47,admin.,single,4.160934688394962,yes,no,telephone,5,2,247,1,0,nonexistent,0
30,services,single,4.0,no,no,telephone,5,2,102,1,0,nonexistent,0
38,admin.,divorced,4.0,yes,yes,telephone,5,2,179,2,0,nonexistent,0
39,technician,divorced,6.0,no,no,telephone,5,2,73,1,0,nonexistent,0
44,admin.,married,4.0,no,no,telephone,5,2,263,2,0,nonexistent,0
36,admin.,married,4.0,no,no,telephone,5,2,342,2,0,nonexistent,0
41,services,married,4.0,yes,yes,telephone,5,2,41,1,0,nonexistent,0
41,blue-collar,married,2.0,no,no,telephone,5,2,13,1,0,nonexistent,0
35,blue-collar,married,3.0,no,no,telephone,5,2,79,2,0,nonexistent,0
41,technician,married,4.0,no,no,telephone,5,2,358,1,0,nonexistent,0
36,services,married,4.0,no,no,telephone,5,2,162,1,0,nonexistent,0
35,admin.,single,4.0,yes,yes,telephone,5,2,150,1,0,nonexistent,0
33,blue-collar,single,1.0,no,no,telephone,5,2,26,1,0,nonexistent,0
38,admin.,single,2.0,no,no,telephone,5,2,250,1,0,nonexistent,0
33,self-employed,married,6.0,no,no,telephone,5,2,792,1,0,nonexistent,0
55,self-employed,married,4.160934688394962,no,no,telephone,5,2,146,1,0,nonexistent,0
36,blue-collar,single,3.0,no,no,telephone,5,2,440,1,0,nonexistent,0
57,technician,married,5.0,no,yes,telephone,5,2,289,1,0,nonexistent,0
32,entrepreneur,single,6.0,yes,no,telephone,5,2,242,2,0,nonexistent,0
30,self-employed,single,4.0,yes,no,telephone,5,2,123,1,0,nonexistent,0
43,admin.,married,5.0,yes,yes,telephone,5,2,161,2,0,nonexistent,0
46,admin.,married,6.0,no,no,telephone,5,2,268,2,0,nonexistent,0
35,admin.,divorced,4.0,no,yes,telephone,5,2,259,2,0,nonexistent,0
34,admin.,single,6.0,yes,yes,telephone,5,2,26,1,0,nonexistent,0
50,blue-collar,married,1.0,,,telephone,5,2,153,1,0,nonexistent,0
39,admin.,single,6.0,no,no,telephone,5,2,424,2,0,nonexistent,0
39,blue-collar,married,3.0,no,no,telephone,5,2,375,1,0,nonexistent,0
42,entrepreneur,married,2.0,no,no,telephone,5,2,179,2,0,nonexistent,0
57,retired,married,6.0,yes,no,telephone,5,2,383,1,0,nonexistent,0
45,blue-collar,married,1.0,no,no,telephone,5,2,440,1,0,nonexistent,0
40,technician,married,1.0,no,yes,telephone,5,2,195,1,0,nonexistent,0
42,blue-collar,married,4.0,no,yes,telephone,5,2,1297,3,0,nonexistent,1
40,technician,married,1.0,no,no,telephone,5,2,217,1,0,nonexistent,0
38,blue-collar,single,1.0,no,no,telephone,5,2,87,1,0,nonexistent,0
39,blue-collar,married,2.0,yes,yes,telephone,5,2,427,1,0,nonexistent,0
41,blue-collar,married,1.0,no,no,telephone,5,2,189,1,0,nonexistent,0
39,blue-collar,married,2.0,yes,no,telephone,5,2,502,1,0,nonexistent,0
41,blue-collar,married,1.0,yes,yes,telephone,5,2,260,1,0,nonexistent,0
45,admin.,married,6.0,no,no,telephone,5,2,209,1,0,nonexistent,0
35,admin.,divorced,6.0,,,telephone,5,2,179,1,0,nonexistent,0
35,admin.,married,2.0,yes,no,telephone,5,2,179,1,0,nonexistent,0
49,blue-collar,married,4.0,no,no,telephone,5,2,69,1,0,nonexistent,0
36,technician,married,4.160934688394962,no,no,telephone,5,2,105,2,0,nonexistent,0
23,admin.,single,6.0,no,no,telephone,5,2,266,3,0,nonexistent,0
43,unemployed,married,6.0,,,telephone,5,2,87,2,0,nonexistent,0
49,entrepreneur,married,5.0,,,telephone,5,2,524,2,0,nonexistent,0
36,technician,married,5.0,,,telephone,5,2,155,2,0,nonexistent,0
51,blue-collar,married,3.0,yes,no,telephone,5,2,162,2,0,nonexistent,0
56,retired,married,1.0,yes,yes,telephone,5,2,316,4,0,nonexistent,0
45,housemaid,married,4.0,no,no,telephone,5,2,352,2,0,nonexistent,0
42,admin.,married,4.0,no,no,telephone,5,2,695,3,0,nonexistent,0
41,admin.,divorced,4.0,no,no,telephone,5,2,76,4,0,nonexistent,0
32,services,married,4.0,no,yes,telephone,5,2,535,2,0,nonexistent,0
46,management,married,6.0,no,no,telephone,5,2,310,2,0,nonexistent,0
37,blue-collar,married,4.160934688394962,no,no,telephone,5,2,390,3,0,nonexistent,0
53,management,married,6.0,no,no,telephone,5,2,369,1,0,nonexistent,0
30,blue-collar,married,1.0,no,no,telephone,5,2,112,2,0,nonexistent,0
45,,married,4.160934688394962,no,no,telephone,5,2,79,1,0,nonexistent,0
24,technician,single,5.0,no,yes,telephone,5,2,140,2,0,nonexistent,0
45,,married,4.160934688394962,no,no,telephone,5,2,315,1,0,nonexistent,0
34,admin.,single,6.0,no,yes,telephone,5,2,262,2,0,nonexistent,0
41,management,married,6.0,no,no,telephone,5,2,174,2,0,nonexistent,0
59,blue-collar,married,1.0,yes,no,telephone,5,2,424,2,0,nonexistent,0
45,blue-collar,married,1.0,no,no,telephone,5,2,135,1,0,nonexistent,0
54,blue-collar,married,2.0,no,no,telephone,5,2,36,5,0,nonexistent,0
32,technician,married,5.0,no,no,telephone,5,2,1906,3,0,nonexistent,0
33,technician,married,5.0,yes,no,telephone,5,2,219,2,0,nonexistent,0
32,admin.,married,6.0,no,no,telephone,5,2,135,1,0,nonexistent,0
34,services,single,4.0,,,telephone,5,2,147,2,0,nonexistent,0
46,management,married,6.0,no,no,telephone,5,2,407,2,0,nonexistent,0
57,technician,married,5.0,yes,no,telephone,5,2,402,4,0,nonexistent,0
42,technician,married,3.0,no,no,telephone,5,2,209,1,0,nonexistent,0
48,admin.,married,5.0,yes,no,telephone,5,2,92,2,0,nonexistent,0
58,admin.,divorced,6.0,yes,no,telephone,5,2,208,1,0,nonexistent,0
34,services,married,4.0,no,no,telephone,5,2,193,1,0,nonexistent,0
32,admin.,single,6.0,yes,yes,telephone,5,2,65,1,0,nonexistent,0
48,blue-collar,married,3.0,no,no,telephone,5,2,284,2,0,nonexistent,0
47,blue-collar,married,3.0,no,no,telephone,5,2,285,1,0,nonexistent,0
31,services,married,4.0,no,no,telephone,5,2,231,1,0,nonexistent,0
32,admin.,single,6.0,yes,no,telephone,5,2,278,1,0,nonexistent,0
32,admin.,single,6.0,no,no,telephone,5,2,389,1,0,nonexistent,0
36,services,married,4.0,no,no,telephone,5,2,158,1,0,nonexistent,0
53,blue-collar,married,1.0,no,yes,telephone,5,2,78,2,0,nonexistent,0
37,blue-collar,married,3.0,no,no,telephone,5,2,258,5,0,nonexistent,0
50,services,married,4.0,no,no,telephone,5,2,87,1,0,nonexistent,0
46,blue-collar,married,2.0,yes,no,telephone,5,2,147,2,0,nonexistent,0
41,admin.,married,4.0,no,no,telephone,5,2,635,1,0,nonexistent,0
43,blue-collar,single,1.0,no,no,telephone,5,2,289,1,0,nonexistent,0
51,management,married,6.0,yes,no,telephone,5,2,170,3,0,nonexistent,0
38,admin.,married,6.0,yes,no,telephone,5,2,802,1,0,nonexistent,0
41,technician,married,2.0,yes,no,telephone,5,2,381,2,0,nonexistent,0
39,services,married,4.0,no,no,telephone,5,2,218,4,0,nonexistent,0
52,blue-collar,married,1.0,no,no,telephone,5,2,57,2,0,nonexistent,0
37,technician,married,5.0,yes,no,telephone,5,2,304,2,0,nonexistent,0
41,admin.,married,3.0,yes,no,telephone,5,2,241,3,0,nonexistent,0
46,admin.,divorced,6.0,yes,yes,telephone,5,2,230,1,0,nonexistent,0
47,technician,married,5.0,no,no,telephone,5,2,79,4,0,nonexistent,0
35,technician,married,5.0,no,no,telephone,5,2,262,3,0,nonexistent,0
38,services,married,4.0,no,no,telephone,5,2,392,2,0,nonexistent,0
30,blue-collar,single,4.160934688394962,yes,yes,telephone,5,2,201,2,0,nonexistent,0
46,blue-collar,married,3.0,yes,no,telephone,5,2,145,1,0,nonexistent,0
30,technician,married,5.0,no,no,telephone,5,2,252,1,0,nonexistent,0
35,services,single,1.0,no,no,telephone,5,2,329,1,0,nonexistent,0
58,admin.,married,4.160934688394962,yes,no,telephone,5,2,328,2,0,nonexistent,0
40,technician,married,5.0,no,no,telephone,5,2,191,2,0,nonexistent,0
34,technician,married,6.0,no,no,telephone,5,2,116,2,0,nonexistent,0
30,admin.,single,6.0,no,no,telephone,5,2,246,1,0,nonexistent,0
38,services,married,2.0,no,no,telephone,5,2,532,2,0,nonexistent,0
55,management,single,1.0,no,no,telephone,5,2,293,1,0,nonexistent,0
55,management,married,6.0,yes,no,telephone,5,2,416,3,0,nonexistent,0
45,technician,single,5.0,yes,no,telephone,5,2,37,2,0,nonexistent,0
36,admin.,married,6.0,yes,yes,telephone,5,2,132,2,0,nonexistent,0
32,admin.,single,6.0,no,no,telephone,5,2,530,2,0,nonexistent,0
35,technician,married,4.160934688394962,yes,no,telephone,5,2,175,3,0,nonexistent,0
55,management,divorced,6.0,yes,no,telephone,5,2,90,5,0,nonexistent,0
49,housemaid,married,1.0,,,telephone,5,2,524,2,0,nonexistent,0
29,admin.,married,4.0,yes,no,telephone,5,2,29,3,0,nonexistent,0
34,blue-collar,married,1.0,yes,no,telephone,5,2,311,2,0,nonexistent,0
54,retired,married,4.0,yes,no,telephone,5,2,412,1,0,nonexistent,0
36,technician,single,5.0,no,no,telephone,5,2,211,2,0,nonexistent,0
30,management,single,6.0,yes,no,telephone,5,2,312,3,0,nonexistent,0
